RADZIHOVSKY, L,TONER, J
LUO, X,JIRARI, H
HUANG, C,JIANG, J
HUANG, C,JIRARI, H
JIANG, J,JIRARI, H
BELLAC, ML,MANUEL, C
BRAATEN, E,NIETO, A
BRAATEN, E,PEARSON, J
BRAATEN, E,BEDAQUE, PF
BRAATEN, E,HAMMER, HW
BEDAQUE, PF,HAMMER, HW
DOERFEL, BD,MEISSNER, S
JOICHI, I,MATSUMOTO, S
JOICHI, I,YOSHIMURA, M
JOICHI, I,HOTTA, M
JOICHI, I,NAKAMICHI, A
JOICHI, I,IGUCHI, O
JOICHI, I,MORIKAWA, M
MATSUMOTO, S,YOSHIMURA, M
HOTTA, M,SASAKI, K
NAKAMICHI, A,IGUCHI, O
NAKAMICHI, A,MORIKAWA, M
IGUCHI, O,MORIKAWA, M
QUASSOWSKI, S,HERMANN, K
CAI, D,SNELL, CM
MASHL, RJ,FITZSIMMONS, NG
MASHL, RJ,MANUEL, ML
MULLIN, WJ,HEINRICHS, S
HEINRICHS, S,ROTTLER, J
STEINITZ, MO,PINK, DA
STEINITZ, MO,TINDALL, DA
PINK, DA,TINDALL, DA
BOGDANOV, SG,SKRYABIN, YN
SKRYABIN, YN,SHCHANOV, AV
SKRYABIN, YN,CHUKIN, AV
JAMES, R,BULLETT, DW
BIRD, DM,HUMPHREYS, SE
OLIGSCHLEGER, C,SCHOEN, JC
OLIGSCHLEGER, C,SCHON, JC
OLIGSCHLEGER, C,HANNEMANN, A
OLIGSCHLEGER, C,JANSEN, M
BARANOVSKII, SD,SHLIMAK, IS
THEEUWEN, SJCH,CARO, J
THEEUWEN, SJCH,WELLOCK, KP
THEEUWEN, SJCH,RADELAAR, S
CARO, J,WELLOCK, KP
CARO, J,RADELAAR, S
WELLOCK, KP,RADELAAR, S
BUSLAPS, T,HONKIMAKI, V
BUSLAPS, T,SUORTTI, P
HONKIMAKI, V,SUORTTI, P
KAUKONEN, M,SITCH, PK
KAUKONEN, M,JUNGNICKEL, G
KAUKONEN, M,POREZAG, D
KAUKONEN, M,FRAUENHEIM, T
SITCH, PK,JUNGNICKEL, G
SITCH, PK,POREZAG, D
SITCH, PK,FRAUENHEIM, T
JUNGNICKEL, G,POREZAG, D
JUNGNICKEL, G,FRAUENHEIM, T
POREZAG, D,FRAUENHEIM, T
HAKALA, M,PUSKA, MJ
ROLF, J,BOHR, T
OKKELS, F,KOCKELKOREN, J
CHU, DP,DOWSETT, MG
CHU, DP,COOKE, GA
DOWSETT, MG,COOKE, GA
KHAVIN, YB,BOGDANOV, AL
KHAVIN, YB,WIECK, AD
KHAVIN, YB,REUTER, D
KHAVIN, YB,SCHAFMEISTER, P
WIECK, AD,TSCHEUSCHNER, RD
WIECK, AD,HOCH, S
WIECK, AD,LESCHINSKY, E
WIECK, AD,MEIER, C
WIECK, AD,THEIS, S
WIECK, AD,REUTER, D
WIECK, AD,SCHAFMEISTER, P
REUTER, D,SCHAFMEISTER, P
IVANOV, BA,KIREEV, VE
IVANOV, BA,WYSIN, GM
IVANOV, BA,MURAVYOV, VM
IVANOV, BA,SHEKA, DD
PICOZZI, S,CONTINENZA, A
PICOZZI, S,FREEMAN, AJ
PICOZZI, S,NEWMAN, N
PICOZZI, S,SATTA, G
CONTINENZA, A,FREEMAN, AJ
CONTINENZA, A,NEWMAN, N
CONTINENZA, A,SATTA, G
FREEMAN, AJ,GORNOSTYREV, YN
FREEMAN, AJ,NEWMAN, N
FREEMAN, AJ,MRYASOV, ON
FREEMAN, AJ,SATTA, G
HONDA, Y,HORIGUCHI, T
POLLAK, M,MOEBIUS, A
POLLAK, M,TALAMANTES, J
DRZEWINSKI, A,ROGIERS, J
DRZEWINSKI, A,WOJTKIEWICZ, J
ZON, RV,DORFMAN, JR
DORFMAN, JR,PANJA, D
SCHERER, H,PAVOLOTSKY, AB
SCHERER, H,WEIMANN, T
SCHERER, H,KRUPENIN, VA
SCHERER, H,NIEMEYER, J
SCHERER, H,ZORIN, AB
SCHERER, H,SAVVATEEV, MN
SCHERER, H,ZANGERLE, H
SCHERER, H,HINZE, P
SCHERER, H,SAMWER, BW
KRUPENIN, VA,PAVOLOTSKY, AB
KRUPENIN, VA,WEIMANN, T
KRUPENIN, VA,NIEMEYER, J
KRUPENIN, VA,ZORIN, AB
KRUPENIN, VA,SAVVATEEV, MN
NIEMEYER, J,PAVOLOTSKY, AB
NIEMEYER, J,WEIMANN, T
NIEMEYER, J,ZORIN, AB
NIEMEYER, J,SAVVATEEV, MN
NIEMEYER, J,ZANGERLE, H
NIEMEYER, J,HINZE, P
NIEMEYER, J,SAMWER, BW
NIEMEYER, J,BOGOSLOVSKY, SA
ZORIN, AB,PAVOLOTSKY, AB
ZORIN, AB,WEIMANN, T
ZORIN, AB,SAVVATEEV, MN
ZORIN, AB,ZANGERLE, H
ZORIN, AB,HINZE, P
ZORIN, AB,SAMWER, BW
ZORIN, AB,BOGOSLOVSKY, SA
AUWEILER, T,SOL, BBAC
KAEUFLER, A,LUO, Y
KAEUFLER, A,MOSKE, M
KAEUFLER, A,SAMWER, K
LUO, Y,MOSKE, M
LUO, Y,SAMWER, K
MOSKE, M,SAMWER, K
MOSKE, M,RAIBLE, M
MOSKE, M,MAYR, SG
MOSKE, M,LINZ, SJ
KATAEV, V,RAMEEV, B
KATAEV, V,HUECKER, M
KATAEV, V,BOROWSKI, R
KATAEV, V,POMMER, J
KATAEV, V,VALIDOV, A
KATAEV, V,BERG, H
RAMEEV, B,HUECKER, M
RAMEEV, B,BOROWSKI, R
RAMEEV, B,POMMER, J
HUECKER, M,BOROWSKI, R
HUECKER, M,POMMER, J
HUECKER, M,VALIDOV, A
HUECKER, M,BERG, H
VALIDOV, A,BERG, H
BERG, H,ROEPKE, M
BERG, H,HOLLANDMORITZ, E
BERG, H,LECHNER, RE
BERG, H,LONGEVILLE, S
BERG, H,FITTER, J
BERG, H,KAHN, R
BERG, H,CODDENS, G
BERG, H,FERRAND, M
ROEPKE, M,HOLLANDMORITZ, E
ROEPKE, M,LECHNER, RE
ROEPKE, M,LONGEVILLE, S
ROEPKE, M,FITTER, J
ROEPKE, M,KAHN, R
ROEPKE, M,CODDENS, G
ROEPKE, M,FERRAND, M
HOLLANDMORITZ, E,LECHNER, RE
HOLLANDMORITZ, E,LONGEVILLE, S
HOLLANDMORITZ, E,FITTER, J
HOLLANDMORITZ, E,KAHN, R
HOLLANDMORITZ, E,CODDENS, G
HOLLANDMORITZ, E,FERRAND, M
LECHNER, RE,LONGEVILLE, S
LECHNER, RE,FITTER, J
LECHNER, RE,KAHN, R
LECHNER, RE,CODDENS, G
LECHNER, RE,FERRAND, M
LONGEVILLE, S,FITTER, J
LONGEVILLE, S,KAHN, R
LONGEVILLE, S,CODDENS, G
LONGEVILLE, S,FERRAND, M
FITTER, J,KAHN, R
FITTER, J,CODDENS, G
FITTER, J,FERRAND, M
KAHN, R,CODDENS, G
KAHN, R,FERRAND, M
CODDENS, G,SCHOBER, H
CODDENS, G,FERRAND, M
CODDENS, G,GLYDE, HR
CODDENS, G,PLANTEVIN, O
CODDENS, G,DANIELSON, PS
XIE, Q,CHEN, N
WRIGHT, EM,WONG, T
WRIGHT, EM,TAN, SM
WRIGHT, EM,GRAHAM, R
WRIGHT, EM,FLIESSER, M
WRIGHT, EM,MARZLIN, K
WRIGHT, EM,GOLDSTEIN, EV
WRIGHT, EM,MEYSTRE, P
WRIGHT, EM,ZOBAY, O
WRIGHT, EM,GIRARDEAU, MD
WRIGHT, EM,POTTING, S
MARZLIN, K,SANDERS, BC
STEEL, MJ,TAN, SM
STEEL, MJ,GRAHAM, R
STEEL, MJ,PLIMAK, LI
STEEL, MJ,OLSEN, MK
NASCIMENTO, JRS,TOLEDO, D
MOREL, A,SCHROPER, J
MOREL, A,MEUNIER, JL
BOSE, I,CHAUDHURI, I
BOSE, I,BHAUMIK, U
BOSE, I,GAYEN, S
BOSE, I,CHATTOPADHYAY, E
HADDAD, TAS,PINHO, STR
BABAEV, ES,KTITOROV, SA
GRABOWSKI, M,CAMLEY, RE
KENNEDY, DC,BLUDMAN, SA
KENNEDY, DC,ESSEX, C
POLONYI, J,BRANCHINA, V
POLONYI, J,MOHRBACH, H
POLONYI, J,HATTAB, HE
POLONYI, J,ALEXANDRE, J
POLONYI, J,FOURNIER, MD
POLONYI, J,CORREIA, S
BRANCHINA, V,MOHRBACH, H
BRANCHINA, V,ALEXANDRE, J
ZHOU, JG,BURZLAFF, J
CHODOS, A,MINAKATA, H
FUJIKAWA, K,KUBO, H
FUJIKAWA, K,OH, CH
FUJIKAWA, K,TERASHIMA, H
KUBO, H,OH, CH
FADDEEV, L,NIEMI, AJ
GRIESSHAMMER, H,LEHMANN, D
XI, H,LI, X
XI, H,GUNTON, JD
XI, H,TRIBELSKY, MI
LI, X,GUNTON, JD
GUNTON, JD,TRIBELSKY, MI
KIYOHARA, K,GUBBINS, KE
KIYOHARA, K,PANAGIOTOPOULOS, AZ
GUBBINS, KE,PANAGIOTOPOULOS, AZ
PANAGIOTOPOULOS, AZ,WONG, V
PANAGIOTOPOULOS, AZ,FLORIANO, MA
WONG, V,FLORIANO, MA
HONDOU, T,KAMEGAWA, H
HONDOU, T,TAKAGI, F
TAKAGI, F,KAMEGAWA, H
LIGTERINK, NE,WALET, NR
LIGTERINK, NE,ROSENFELD, J
HOGG, T,HUBERMAN, BA
HOGG, T,CHASE, JG
HOGG, T,GUENTHER, O
HUBERMAN, BA,GUENTHER, O
HUBERMAN, BA,MAURER, SM
HUBERMAN, BA,ADAMIC, LA
MAURER, SM,CRONENWETT, SM
ROY, R,RAY, E
ROY, R,HALES, J
ROY, R,ZHUKOV, A
SIFKOVITS, M,HELLWIG, S
DAHM, AJ,RUBIN, NA
DAHM, AJ,KARAKURT, I
DAHM, AJ,HERMAN, D
KARAKURT, I,HERMAN, D
HALL, D,GOODRICH, RG
HALL, D,BOMPADRE, SG
HALL, D,HEBARD, AF
HALL, D,MARIS, G
HALL, D,BAAS, J
HALL, D,GRENIER, C
HALL, D,NORTON, M
GOODRICH, RG,GRENIER, C
GOODRICH, RG,NORTON, M
GRENIER, C,NORTON, M
BENGRINE, M,MHIRECH, F
BENGRINE, M,ZHANG, SD
MHIRECH, F,ZHANG, SD
JUETTNER, G,KLUEMPER, A
KLUEMPER, A,FUJII, A
BELOUSSOV, IV,FROLOV, VV
FROLOV, VV,ZAITSEVZOTOV, SV
FROLOV, VV,BAKLANOV, NI
ZAITSEVZOTOV, SV,REMENYI, G
ZAITSEVZOTOV, SV,BAKLANOV, NI
ZAITSEVZOTOV, SV,KUMZEROV, YA
ZAITSEVZOTOV, SV,MINAKOVA, VE
GRISARU, MT,KAMELA, M
GRISARU, MT,KNUTTWEHLAU, ME
GRISARU, MT,PAGE, P
GRISARU, MT,QUEVEDO, F
GRISARU, MT,ZEBARJAD, M
KAMELA, M,KNUTTWEHLAU, ME
KAMELA, M,PAGE, P
KAMELA, M,QUEVEDO, F
KAMELA, M,ZEBARJAD, M
KNUTTWEHLAU, ME,PAGE, P
KNUTTWEHLAU, ME,QUEVEDO, F
KNUTTWEHLAU, ME,ZEBARJAD, M
PAGE, P,QUEVEDO, F
PAGE, P,ZEBARJAD, M
QUEVEDO, F,ZEBARJAD, M
RUOSTEKOSKI, J,GRAHAM, R
RUOSTEKOSKI, J,SAVAGE, CM
RUOSTEKOSKI, J,JAVANAINEN, J
RUOSTEKOSKI, J,KNEER, B
RUOSTEKOSKI, J,SCHLEICH, WP
GRAHAM, R,TAN, SM
GRAHAM, R,WALLS, D
GRAHAM, R,FLIESSER, M
GRAHAM, R,PLIMAK, LI
GRAHAM, R,CSORDAS, A
GRAHAM, R,SZEPFALUSY, P
GRAHAM, R,OLSEN, MK
GRAHAM, R,REIDL, J
GRAHAM, R,SSEN, PS
SAVAGE, CM,GORDON, D
SAVAGE, CM,HOPE, JJ
SAVAGE, CM,MOY, GM
JAVANAINEN, J,MACKIE, M
JAVANAINEN, J,KOWALSKI, R
KNEER, B,WONG, T
KNEER, B,VOGEL, K
KNEER, B,SCHLEICH, WP
SCHLEICH, WP,WONG, T
SCHLEICH, WP,VOGEL, K
WONG, T,TAN, SM
WONG, T,VOGEL, K
WONG, T,YOU, L
WONG, T,MUSTECAPLIOGLU, O
TAN, SM,PLIMAK, LI
TAN, SM,OLSEN, MK
FLIESSER, M,CSORDAS, A
FLIESSER, M,ST, AC
FLIESSER, M,EOTVOS, PS
PLIMAK, LI,FLEISCHHAUER, M
PLIMAK, LI,OLSEN, MK
HAN, D,NOZ, ME
WOODS, SI,SINGLEY, EJ
FOLTIN, G,BAUSCH, R
FOLTIN, G,BLOSSEY, R
BAUSCH, R,BLOSSEY, R
YOU, L,MARINESCU, M
YOU, L,PETROSYAN, KG
YOU, L,GEIST, W
YOU, L,KENNEDY, TAB
YOU, L,IDRIZBEGOVIC, A
YOU, L,MUSTECAPLIOGLU, O
YOU, L,YI, S
YOU, L,MUSTECAPLIOGLU, OE
YOU, L,CHAPMAN, MS
HOPE, JJ,MOY, GM
GOLDSTEIN, EV,MEYSTRE, P
GOLDSTEIN, EV,ZOBAY, O
GOLDSTEIN, EV,MOORE, MG
MEYSTRE, P,ZOBAY, O
MEYSTRE, P,MOORE, MG
MEYSTRE, P,LEE, ES
MEYSTRE, P,GECKELER, C
MEYSTRE, P,HEURICH, J
MEYSTRE, P,GUPTA, A
MEYSTRE, P,CHEONG, K
MEYSTRE, P,SECREST, S
MEYSTRE, P,PRATAVIERA, GA
MEYSTRE, P,ZAPATA, J
MEYSTRE, P,POTTING, S
ZOBAY, O,MOORE, MG
ZOBAY, O,GARRAWAY, BM
ZOBAY, O,POTTING, S
MIKULLA, R,STADLER, J
MIKULLA, R,KRUL, F
STADLER, J,KRUL, F
CSORDAS, A,SZEPFALUSY, P
CSORDAS, A,REIDL, J
CSORDAS, A,SSEN, PS
SZEPFALUSY, P,BENE, G
SZEPFALUSY, P,REIDL, J
SZEPFALUSY, P,SZIRMAI, G
REIDL, J,SSEN, PS
BLACK, CT,GUERON, S
GUERON, S,DESHMUKH, MM
GUERON, S,MYERS, EB
DESHMUKH, MM,MYERS, EB
MYERS, EB,KATINE, JA
MYERS, EB,ALBERT, FJ
KATINE, JA,ALBERT, FJ
BEZRYADIN, A,WESTERVELT, RM
BEZRYADIN, A,LAU, CN
WESTERVELT, RM,DUNCAN, DS
WESTERVELT, RM,LIVERMORE, C
WESTERVELT, RM,MARANOWSKI, KD
REEDYK, M,XUE, JS
BUYUKKILIC, F,DEMIRHAN, D
MILLER, GA,SORENSEN, LB
BRANCO, NS,BOECHAT, BM
BRANCO, NS,BACHMANN, L
BRANCO, NS,SILVA, CJ
BULUTAY, C,TOMAK, M
BULUTAY, C,ALHAYEK, I
TOMAK, M,DERELI, G
TOMAK, M,CAGIN, T
TOMAK, M,ULUDOGAN, M
TOMAK, M,ALHAYEK, I
TOMAK, M,AKMAN, N
DERELI, G,CAGIN, T
DERELI, G,ULUDOGAN, M
CAGIN, T,ULUDOGAN, M
REPPY, JD,CROWELL, PA
REPPY, JD,KEULS, FWV
REPPY, JD,ALLES, H
REPPY, JD,KAPLINSKY, JJ
REPPY, JD,WOOTTON, PS
REPPY, JD,NAISH, JH
REPPY, JD,ZASSENHAUS, GM
REPPY, JD,HEBRAL, B
REPPY, JD,CORWIN, AD
REPPY, JD,HE, J
ALLES, H,KAPLINSKY, JJ
ALLES, H,WOOTTON, PS
ALLES, H,NAISH, JH
KAPLINSKY, JJ,WOOTTON, PS
KAPLINSKY, JJ,NAISH, JH
WOOTTON, PS,NAISH, JH
SUH, BJ,HUCKER, M
SUH, BJ,CURRO, NJ
GARNER, SR,RODRIGUEZ, YW
GARNER, SR,BUCHER, B
RODRIGUEZ, YW,BUCHER, B
PRASAD, I,ARONSON, MC
FOZOONI, P,RICHARDSON, PJ
FOZOONI, P,FANGYEN, C
FOZOONI, P,BLACKBURN, A
RICHARDSON, PJ,FANGYEN, C
RICHARDSON, PJ,BLACKBURN, A
FANGYEN, C,BLACKBURN, A
SMELYANSKIY, VN,VUGMEISTER, BE
VUGMEISTER, BE,BOTINA, J
VUGMEISTER, BE,KUKLOV, A
HALES, J,ZHUKOV, A
CHAKRABORTI, A,CHAKRABARTI, A
CHAKRABORTI, A,BHATTACHARYYA, B
GULACSI, M,JUOZAPAVICIUS, A
GULACSI, M,MCCULLOCH, IP
JUOZAPAVICIUS, A,ROSENGREN, A
JUOZAPAVICIUS, A,URBA, L
JUOZAPAVICIUS, A,MCCULLOCH, IP
HULT, E,RYDBERG, H
PAJERSKY, P,SURDA, A
SURDA, A,GENDIAR, A
SICHELSCHMIDT, J,T, JEE
CHARITAT, T,IZZO, D
CHARITAT, T,MENDES, E
IZZO, D,MENDES, E
JULICHER, F,MAGGS, AC
JULICHER, F,AJDARI, A
JULICHER, F,CAMALET, S
JULICHER, F,PARMEGGIANI, A
MAGGS, AC,AJDARI, A
AJDARI, A,PARMEGGIANI, A
WONG, A,BRILL, JW
SCUILLER, A,VERDAGUER, M
SCUILLER, A,SLAMAN, Z
VERDAGUER, M,SLAMAN, Z
ASANO, T,SAKON, T
ASANO, T,INAGAKI, Y
ASANO, T,AJIRO, Y
ASANO, T,LUKE, G
OLIVEIRA, MJD,SATULOVSKY, J
OLIVEIRA, MJD,TOME, T
OLIVEIRA, MJD,MENDONCA, JRGD
ZAKRZEWSKI, J,GEBAROWSKI, R
HELLER, EJ,BARNETT, A
TORNKVIST, O,SCHRODER, E
BACON, D,KEMPE, J
BACON, D,WHALEY, KB
KEMPE, J,WHALEY, KB
LEPRI, S,JUST, W
LEPRI, S,KOSEVICH, YA
LEPRI, S,BENETTIN, G
FOWLER, AB,ISMAIL, K
FOWLER, AB,CHU, JO
ISMAIL, K,CHU, JO
LI, K,FOWLER, A
LI, K,FERNANDEZ, V
LI, K,NAON, C
PAULSON, S,SNIDER, N
PAULSON, S,HELSER, A
PAULSON, S,HUDSON, T
PAULSON, S,SEEGER, A
SNIDER, N,HELSER, A
SNIDER, N,HUDSON, T
SNIDER, N,SEEGER, A
HELSER, A,HUDSON, T
HELSER, A,SEEGER, A
HUDSON, T,SEEGER, A
ROBERTS, AP,GARBOCZI, EJ
BUSCH, K,KAFESAKI, M
ST, AC,EOTVOS, PS
BOOSE, D,RIVIER, N
RIVIER, N,OHLENBUSCH, HM
RIVIER, N,DUBERTRET, B
OHLENBUSCH, HM,DUBERTRET, B
ZAITSEV, O,PRANGE, RE
JONKERS, PAE,PICKERING, SJ
THAKUR, JS,NEILSON, D
PLEIMLING, M,NEUBERT, B
PLEIMLING, M,SIEMS, R
YANG, CB,CAI, X
CAI, X,LI, W
LI, W,WANG, T
SCHELLNHUBER, HJ,URBSCHAT, H
SCHELLNHUBER, HJ,SCHEIDSTEGER, T
URBSCHAT, H,SCHEIDSTEGER, T
MILIUS, DL,VETTIER, C
MILIUS, DL,IVANOV, AS
VETTIER, C,BURLET, P
VETTIER, C,HENRY, JY
VETTIER, C,COUACH, M
IVANOV, AS,CASALTA, H
IVANOV, AS,PETITGRAND, D
LIN, CT,WITTLIN, A
LIN, CT,HE, H
LIN, CT,LIANG, B
LIN, CT,SCHOENHERR, E
HE, H,LIANG, B
HE, H,SCHOENHERR, E
LIANG, B,SCHOENHERR, E
KAROLYI, G,PENTEK, A
KAROLYI, G,TEL, T
KAROLYI, G,GREBOGI, C
PENTEK, A,TEL, T
PENTEK, A,GREBOGI, C
TEL, T,GREBOGI, C
TEL, T,VOLLMER, J
TEL, T,MATYAS, L
MAKSIMOV, EG,ARSEYEV, PI
CROWELL, PA,KEULS, FWV
ZASSENHAUS, GM,HEBRAL, B
ZASSENHAUS, GM,CORWIN, AD
ZASSENHAUS, GM,HE, J
HEBRAL, B,CORWIN, AD
HEBRAL, B,HE, J
CORWIN, AD,HE, J
PIEKAREWICZ, J,SHEPARD, JR
ALASTALO, AT,JOYNT, RJ
MCCORMICK, KL,WU, M
MCCORMICK, KL,WOODSIDE, MT
MCCORMICK, KL,HUANG, M
MCCORMICK, KL,MCEUEN, P
MCCORMICK, KL,DURUOZ, C
MCCORMICK, KL,MARANOWSKI, KD
MCCORMICK, KL,VALE, C
MCCORMICK, KL,KADOW, C
WOODSIDE, MT,WU, M
WOODSIDE, MT,HUANG, M
WOODSIDE, MT,MCEUEN, P
WOODSIDE, MT,DURUOZ, C
WOODSIDE, MT,MARANOWSKI, KD
WOODSIDE, MT,VALE, C
WOODSIDE, MT,KADOW, C
MARANOWSKI, KD,DUNCAN, DS
MARANOWSKI, KD,LIVERMORE, C
MARANOWSKI, KD,VALE, C
MARANOWSKI, KD,KADOW, C
VALE, C,KADOW, C
FUHRER, MS,PLYASUNOV, S
FUHRER, MS,FORERO, M
FUHRER, MS,ANDERSON, EH
PLYASUNOV, S,FORERO, M
PLYASUNOV, S,ANDERSON, EH
FORERO, M,ANDERSON, EH
LAUNOIS, P,MORET, R
LAUNOIS, P,HONE, J
LAUNOIS, P,LLUSCA, E
MORET, R,HONE, J
MORET, R,LLUSCA, E
HONE, J,LLUSCA, E
KNEZEVIC, M,ELEZOVICHADZIC, S
KNEZEVIC, M,KNEZEVIC, D
ELEZOVICHADZIC, S,VASILJEVIC, N
ELEZOVICHADZIC, S,MILOSEVIC, S
ELEZOVICHADZIC, S,ZIVIC, I
MILOSEVIC, S,ZIVIC, I
KISELEV, SA,SIEVERS, AJ
SIEVERS, AJ,SCHWARZ, UT
SIEVERS, AJ,ENGLISH, LQ
SCHWARZ, UT,ENGLISH, LQ
WU, M,HUANG, M
WU, M,MCEUEN, P
WU, M,DURUOZ, C
CHIOFALO, ML,POLINI, M
HOCHBERG, D,KEPHART, TW
HOCHBERG, D,EDWARDS, G
HOCHBERG, D,VISSER, M
HOCHBERG, D,MOLINAPARIS, C
HOCHBERG, D,VISSER, JPM
KEPHART, TW,EDWARDS, G
VISSER, M,LIBERATI, S
VISSER, M,BELGIORNO, F
VISSER, M,SCIAMA, DW
VISSER, M,MOLINAPARIS, C
VISSER, M,SCIAMA, D
MOLINAPARIS, C,VISSER, JPM
WILLIAMS, J,WALSER, R
WILLIAMS, J,COOPER, J
WILLIAMS, J,CORNELL, E
WALSER, R,COOPER, J
WALSER, R,CORNELL, E
COOPER, J,CORNELL, E
ANDERSON, BP,HALJAN, PC
ANDERSON, BP,HOLLAND, MJ
HALJAN, PC,HOLLAND, MJ
HOLLAND, MJ,DEMARCO, B
CORNISH, SL,CLAUSSEN, NR
CORNISH, SL,ROBERTS, JL
CLAUSSEN, NR,ROBERTS, JL
ERRANDONEA, D,SEGURA, A
ERRANDONEA, D,SANCHEZROYO, JF
ERRANDONEA, D,MUNOZ, V
ERRANDONEA, D,GRIMA, P
ERRANDONEA, D,CHEVY, A
ERRANDONEA, D,MOYA, E
ERRANDONEA, D,APLICADA, LRDDF
ERRANDONEA, D,DE, U
SEGURA, A,SANCHEZROYO, JF
SEGURA, A,MUNOZ, V
SEGURA, A,GRIMA, P
SEGURA, A,CHEVY, A
SEGURA, A,APLICADA, LRDDF
SEGURA, A,DE, U
SANCHEZROYO, JF,MUNOZ, V
SANCHEZROYO, JF,GRIMA, P
SANCHEZROYO, JF,CHEVY, A
SANCHEZROYO, JF,APLICADA, LRDDF
SANCHEZROYO, JF,DE, U
MUNOZ, V,GRIMA, P
MUNOZ, V,CHEVY, A
GRIMA, P,CHEVY, A
CHEVY, A,APLICADA, LRDDF
CHEVY, A,DE, U
APLICADA, LRDDF,DE, U
BLEIBAUM, O,BOTTGER, H
BLEIBAUM, O,BRYKSIN, VV
BOTTGER, H,BRYKSIN, VV
STEPHANOVICH, VA,GLINCHUK, MD
STEPHANOVICH, VA,HILCZER, B
STEPHANOVICH, VA,ELISEEV, EA
STEPHANOVICH, VA,KARKUT, MG
STEPHANOVICH, VA,FARHI, R
GLINCHUK, MD,HILCZER, B
GLINCHUK, MD,KONDAKOVA, IV
GLINCHUK, MD,ELISEEV, EA
GLINCHUK, MD,KARKUT, MG
GLINCHUK, MD,FARHI, R
OHNISHI, A,RANDRUP, J
VEDENEEV, SI,VOLKOV, BA
DAGHERO, D,UBERTALLI, G
DAGHERO, D,NATALE, L
UBERTALLI, G,NATALE, L
AMMIRATA, SM,GORHAM, LA
AMMIRATA, SM,HUNNICUTT, JC
AMMIRATA, SM,TRAWICK, ML
AMMIRATA, SM,KEENER, CD
GORHAM, LA,HUNNICUTT, JC
GORHAM, LA,TRAWICK, ML
GORHAM, LA,KEENER, CD
HUNNICUTT, JC,TRAWICK, ML
HUNNICUTT, JC,KEENER, CD
TRAWICK, ML,KEENER, CD
PARGA, N,KORUTCHEVA, E
PARGA, N,TURIEL, A
JACOBS, DJ,THORPE, MF
THORPE, MF,BILLINGE, SJL
THORPE, MF,PETKOV, V
THORPE, MF,JEONG, I
THORPE, MF,CHUNG, JS
THORPE, MF,KYCIA, S
NAD, F,CARCEL, C
NAD, F,FABRE, JM
CARCEL, C,FABRE, JM
SHIGEHARA, T,MIZOGUCHI, H
SHIGEHARA, T,MISHIMA, T
SHIGEHARA, T,TAKAYANAGI, K
TSUTSUI, I,TANIMURA, S
TSUTSUI, I,FULOP, T
MIZOGUCHI, H,MISHIMA, T
GRANZOW, GD,RIECKE, H
ELLIS, J,KARLINER, M
ELLIS, J,SAMUEL, MA
ELLIS, J,BRODSKY, SJ
ELLIS, J,GARDI, E
KARLINER, M,SAMUEL, MA
KARLINER, M,BRODSKY, SJ
KARLINER, M,GARDI, E
SAMUEL, MA,BRODSKY, SJ
SAMUEL, MA,GARDI, E
BRODSKY, SJ,GARDI, E
BORGES, PF,BOSCHIFILHO, H
BORGES, PF,FARINA, C
BOSCHIFILHO, H,FARINA, C
BOSCHIFILHO, H,BUTHERS, CC
CONCAS, G,LISSIA, M
HOFMANN, HF,HESS, O
PARRONDO, JMR,BLANCO, JM
PARRONDO, JMR,CAO, FJ
PARRONDO, JMR,HARMER, GP
PARRONDO, JMR,ABBOTT, D
BLANCO, JM,CAO, FJ
MAILLET, JM,SANTOS, JSD
MAILLET, JM,KITANINE, N
MAILLET, JM,TERRAS, V
KITANINE, N,TERRAS, V
HAMA, Y,KODAMA, T
HAMA, Y,PADULA, SS
KODAMA, T,PADULA, SS
KODAMA, T,ELZE, HT
KODAMA, T,RAFELSKI, J
KODAMA, T,SCOTT, I
ELZE, HT,RAFELSKI, J
ELZE, HT,SCOTT, I
RAFELSKI, J,BOHR, H
RAFELSKI, J,MCGUIRE, P
RAFELSKI, J,PERSHING, C
RAFELSKI, J,SCOTT, I
BUTKO, VY,ADAMS, PW
ROY, M,AMRITKAR, RE
ROY, M,OF, ANL
ROY, M,POTASHNIK, SJ
CZART, WR,KOSTYRKO, T
CZART, WR,ROBASZKIEWICZ, S
KOSTYRKO, T,ROBASZKIEWICZ, S
ROBASZKIEWICZ, S,BULKA, BR
BULKA, BR,MARTINEK, J
BULKA, BR,BARNAS, J
BULKA, BR,MICHALEK, G
BULKA, BR,FERT, A
ONUFRIEV, A,MARSTON, B
MOROZ, AV,MAKAROV, NM
OHIRA, T,SAWATARI, R
OHIRA, T,SATO, Y
TRACY, CA,WIDOM, H
MACKIE, M,KOWALSKI, R
CHUANG, YD,GROMKO, AD
CHUANG, YD,AIURA, DSDY
CHUANG, YD,YAMAGUCHI, Y
CHUANG, YD,OKA, K
CHUANG, YD,ARKO, AJ
CHUANG, YD,JOYCE, J
CHUANG, YD,UCHIDA, SI
CHUANG, YD,NAKAMURA, DSDK
GROMKO, AD,AIURA, DSDY
GROMKO, AD,YAMAGUCHI, Y
GROMKO, AD,OKA, K
GROMKO, AD,ARKO, AJ
GROMKO, AD,JOYCE, J
GROMKO, AD,UCHIDA, SI
GROMKO, AD,NAKAMURA, DSDK
